1,NBSO
189,AEC
309,ALGN
317,YAD
538,AP
554,AMES
590,ANHM
599,AMPL
796,AEPC
803,AZPS
807,AECC
829,CSWS
924,AECI
963,ATL
1015,AEN
1307,BEPC
1581,BUBA
1738,BPAT
1998,BECO
2409,BPUB
2507,BURB
2775,CISO
2777,LAGN
2886,CELC
3203,CFU
3255,CDWR
3046,CPLW
3252,CILC
3265,CLEC
3285,WPEK
3408,CEPB
3413,CHPD
3522,ACEA
3522,CEA
3542,CIN
3989,CSU
4089,COEL
4110,CE
4226,COED
4254,CONS
4280,CWAY
4363,CBPC
4922,DPL
4958,DU
4975,ETEC
5109,DECO
5326,DOPD
5416,DUK
5487,DLCO
5580,EKPC
5701,EPE
5723,ERCO
5748,EEI
5860,EDE
6022,EWEB
6204,FARM
6235,FPWC
6411,FLINT
6452,FPL
6455,FPC
6455,DEF
6567,FMPA
6909,GVL
6958,TMPP
7004,BPI
7294,GLEN
7349,GSEC
7490,GRDA
7570,SRE
7601,GMP
7639,GUC
8122,HMU
8245,HSTG
8795,HST
8901,HLPT
9096,LAFA
9130,HUC
9191,IPCO
9216,IID
9234,IMPA
9617,JEA
9996,KACY
10000,KCPL
10005,KG&E
10620,LWU
10623,LAKE
11018,LES
11204,LOS
11208,LDWP
11252,LAGN
11249,LGEE
11269,LCRA
11282,BBA
11806,MMWEC
12199,MDU
12293,MEMP
12397,MWD
12506,EES
12658,MPC
12667,MMPA
12698,MPS
12710,MRES
12745,MID
12825,NWMT
12839,MONT
13100,GMPA
13314,NTUA
13337,NPPD
13356,NU
13407,NEVP
13434,ISNE
13485,NSB
13488,NULM
13501,NYIS
13511,NYS
13573,NMPC
13670,NTEC
13718,NLR
13809,NWSD
13994,OPC
14015,OVEC
14063,OKGE
14077,OMPA
14127,OPPD
14154,O&R
14216,OMLP
14328,PGAE
14355,PAC
14378,PACW
14379,PACE
14412,GRMA
14534,PASA
14610,FMPP
14610,OUC
14624,GCPD
14725,PJM
15143,PRPA
15248,PGE
15296,NYPA
15466,PSCO
15473,PNM
15500,PSEI
15783,RDNG
16088,RVSD
16181,RPU
16183,RGE
16295,RVE
16463,DERS
16534,BANC
16534,SMUD
16572,SRP
16604,CPST
16609,SDGE
16655,SNCL
16868,SCL
17166,SPPC
17539,SCEG
17543,SC
17543,SCPS
17583,STEC
17568,SME
17609,SCE
17690,SPP
17716,SPA
17718,SPS
17833,CUSM
17833,SPRM
17858,SBEC
17867,STCLD
17881,SJLP
18195,SOCO
18315,SECI
18429,TPWR
18445,TAL
18454,TEC
18642,TVA
18679,TEXLA
19281,TIDC
19281,TID
19497,UI
19545,BHP
19547,HECO
19547,HIEC
19610,WAUW
19798,VERN
19876,VAP
20169,AVA
20214,WAV
20382,WMU
20447,WFEC
20737,WLMR
20858,WPPI
20910,WPSC
21352,MEAN
21554,SEC
22500,WR
24211,TEPC
24431,UMPA
25471,WALC
26253,LEPA
26765,PELLA
28502,WAUE
28503,WACM
29304,SEPA
30151,TSGTCW
30151,TSGTNM
30151,TGT
32790,HGMA
40051,TNPX
40218,CEPC
40211,WVPA
40229,ODEC
40230,DGT
40233,SRGT
40575,UAMP
40577,AMP
40613,NCPA
44372,TUE
55124,GRIF
55306,GRMA
55372,HGMA
55380,PUPP
56090,GRIF
56365,GWA
56456,PLUM
56545,GRIS
56669,MISO
56812,DEAA
58790,GRID
58791,WWA
59504,SWPP
59504,SPP
