"","year","quarter","week","nercrgn","load","datetime","pca","doy","season","calyear","hour"
"1",2016,4,13,"RFC",56.7404999999999,2017-01-01 00:00:00,"OVEC",1,"Winter",2017,0
"2",2016,4,13,"RFC",55.7409,2017-01-01 01:00:00,"OVEC",1,"Winter",2017,1
"3",2016,4,13,"RFC",53.3778333333333,2017-01-01 02:00:00,"OVEC",1,"Winter",2017,2
"4",2016,4,13,"RFC",50.1209333333333,2017-01-01 03:00:00,"OVEC",1,"Winter",2017,3
"5",2016,4,13,"RFC",47.9319,2017-01-01 04:00:00,"OVEC",1,"Winter",2017,4
"6",2016,4,13,"RFC",47.7341,2017-01-01 05:00:00,"OVEC",1,"Winter",2017,5
"7",2016,4,13,"RFC",46.3124666666667,2017-01-01 06:00:00,"OVEC",1,"Winter",2017,6
"8",2016,4,13,"RFC",46.7569333333333,2017-01-01 07:00:00,"OVEC",1,"Winter",2017,7
"9",2016,4,13,"RFC",46.9261666666667,2017-01-01 08:00:00,"OVEC",1,"Winter",2017,8
"10",2016,4,13,"RFC",46.8784,2017-01-01 09:00:00,"OVEC",1,"Winter",2017,9
"11",2016,4,13,"RFC",47.1762333333333,2017-01-01 10:00:00,"OVEC",1,"Winter",2017,10
"12",2016,4,13,"RFC",47.2151333333333,2017-01-01 11:00:00,"OVEC",1,"Winter",2017,11
"13",2016,4,13,"RFC",47.1582333333333,2017-01-01 12:00:00,"OVEC",1,"Winter",2017,12
"14",2016,4,13,"RFC",47.3506333333333,2017-01-01 13:00:00,"OVEC",1,"Winter",2017,13
"15",2016,4,13,"RFC",48.2027333333333,2017-01-01 14:00:00,"OVEC",1,"Winter",2017,14
"16",2016,4,13,"RFC",48.0833666666667,2017-01-01 15:00:00,"OVEC",1,"Winter",2017,15
"17",2016,4,13,"RFC",46.9666,2017-01-01 16:00:00,"OVEC",1,"Winter",2017,16
"18",2016,4,13,"RFC",46.8723666666667,2017-01-01 17:00:00,"OVEC",1,"Winter",2017,17
"19",2016,4,13,"RFC",46.3524666666667,2017-01-01 18:00:00,"OVEC",1,"Winter",2017,18
"20",2016,4,13,"RFC",45.2273333333333,2017-01-01 19:00:00,"OVEC",1,"Winter",2017,19
"21",2016,4,13,"RFC",44.4260666666667,2017-01-01 20:00:00,"OVEC",1,"Winter",2017,20
"22",2016,4,13,"RFC",44.8348666666667,2017-01-01 21:00:00,"OVEC",1,"Winter",2017,21
"23",2016,4,13,"RFC",47.3150333333333,2017-01-01 22:00:00,"OVEC",1,"Winter",2017,22
"24",2016,4,13,"RFC",49.1024,2017-01-01 23:00:00,"OVEC",1,"Winter",2017,23
"25",2017,1,1,"RFC",49.523,2017-01-02 00:00:00,"OVEC",2,"Winter",2017,0
"26",2017,1,1,"RFC",50.8034333333334,2017-01-02 01:00:00,"OVEC",2,"Winter",2017,1
"27",2017,1,1,"RFC",49.3724333333333,2017-01-02 02:00:00,"OVEC",2,"Winter",2017,2
"28",2017,1,1,"RFC",48.2521333333333,2017-01-02 03:00:00,"OVEC",2,"Winter",2017,3
"29",2017,1,1,"RFC",46.1299666666667,2017-01-02 04:00:00,"OVEC",2,"Winter",2017,4
"30",2017,1,1,"RFC",45.6934666666667,2017-01-02 05:00:00,"OVEC",2,"Winter",2017,5
"31",2017,1,1,"RFC",44.3409,2017-01-02 06:00:00,"OVEC",2,"Winter",2017,6
"32",2017,1,1,"RFC",44.8629666666667,2017-01-02 07:00:00,"OVEC",2,"Winter",2017,7
